04-25-17-18-56-57	SessionID	577	149.9505	381.0586	712.9141
04-25-17-18-56-57	SessionUser	Playtest 2-1	149.9505	381.0586	712.9141
04-25-17-18-56-57	SessionVersion	Alpha	149.9505	381.0586	712.9141
04-25-17-18-56-57	Calibration	1600x900	149.9505	381.0586	712.9141
04-25-17-18-56-57	MouseMoveD	815.6442	150.0513	362.1602	730.832
04-25-17-18-56-57	MouseMoveV	0	150.0513	362.1602	730.832
04-25-17-18-56-57	MouseMoveV	0.2237421	150.1675	351.1602	739.832
04-25-17-18-56-57	MouseMoveS	0	150.3845	349.1602	740.832
04-25-17-18-57-00	MouseMoveD	162.7779	152.7171	502.8555	687.2188
04-25-17-18-57-00	MouseMoveV	-0.991817	152.7171	502.8555	687.2188
04-25-17-18-57-00	MouseMoveD	188.1319	152.8177	685.4063	641.7344
04-25-17-18-57-00	MouseMoveD	136.7545	153.0506	846.8047	590.1055
04-25-17-18-57-00	MouseDown	0	153.3512	903.3281	576.168
04-25-17-18-57-00	MouseMoveS	0	153.3678	903.3281	576.168
04-25-17-18-57-00	TriggerLoadLevel	level01	153.4509	903.3281	576.168
04-25-17-18-57-00	MouseUp	0	153.4509	903.3281	576.168
04-25-17-18-57-01	MouseMoveV	-0.3176551	153.7511	903.3281	579.168
04-25-17-18-57-01	MouseMoveS	0	153.8678	903.3281	579.168
04-25-17-18-57-01	MouseMoveV	0	154.2004	905.3281	579.168
04-25-17-18-57-01	MouseMoveV	-0.9617569	154.3171	873.7266	570.168
04-25-17-18-57-01	MouseMoveD	196.2749	154.4337	692.1836	644.7734
04-25-17-18-57-02	MouseMoveD	135.4583	154.8668	771.1719	688.0938
04-25-17-18-57-02	MouseMoveV	-0.4349471	154.8668	771.1719	688.0938
04-25-17-18-57-02	MouseMoveV	-0.9636936	155.0668	787.6406	694.0273
04-25-17-18-57-02	OnMouseComponent	delivery/3001	155.3671	636.2383	723.1523
04-25-17-18-57-02	MouseMoveD	178.1082	155.4006	552.9023	724.1367
04-25-17-18-57-02	OutMouseComponent	delivery/3001	155.4006	552.9023	724.1367
04-25-17-18-57-03	MouseMoveS	0	155.601	511.375	725.1211
04-25-17-18-57-03	MouseMoveV	-0.9226875	155.9339	432.0625	711.1133
04-25-17-18-57-03	MouseMoveS	0	156.0342	432.0625	711.1133
04-25-17-18-57-04	MouseMoveS	0	157.3835	464.0625	672.1133
04-25-17-18-57-05	MouseMoveS	0	157.584	466.0625	670.1133
04-25-17-18-57-05	MouseMoveS	0	157.7841	467.0625	670.1133
04-25-17-18-57-05	MouseMoveV	0	158.017	467.0625	669.1133
04-25-17-18-57-05	MouseMoveS	0	158.1171	467.0625	669.1133
