05-16-17-13-06-44	SessionID	737	895.1802	173.4492	420.7266
05-16-17-13-06-44	SessionUser	Playtest 2-3	895.1802	173.4492	420.7266
05-16-17-13-06-44	SessionVersion	Alpha	895.1802	173.4492	420.7266
05-16-17-13-06-44	Calibration	1600x900	895.1802	173.4492	420.7266
05-16-17-13-06-44	MouseMoveD	453.9562	895.2969	195.4492	409.7266
05-16-17-13-06-44	MouseMoveV	0	895.2969	195.4492	409.7266
05-16-17-13-06-44	MouseMoveV	0.3117887	895.397	249.5547	402.7617
05-16-17-13-06-45	MouseMoveD	105.5294	895.4971	354.918	396.8438
05-16-17-13-06-45	MouseMoveD	126.935	895.5971	481.707	402.9297
05-16-17-13-06-45	MouseMoveD	361.2866	895.7134	839.6328	452.0938
05-16-17-13-06-45	MouseDown	0	896.016	945.2148	554.8359
05-16-17-13-06-45	TriggerLoadLevel	level01	896.0967	945.2148	554.8359
05-16-17-13-06-45	MouseUp	0	896.0967	945.2148	554.8359
05-16-17-13-06-45	MouseMoveS	0	896.1802	945.2148	554.8359
05-16-17-13-06-48	MouseMoveS	0	899.0972	921.1836	625.4063
05-16-17-13-06-48	MouseMoveD	140.5541	899.4305	786.1953	689.7617
05-16-17-13-06-48	MouseMoveV	0.3820373	899.4305	786.1953	689.7617
05-16-17-13-06-49	MouseMoveV	-0.9011467	899.7639	819.0781	752.8516
05-16-17-13-06-50	MouseMoveV	0.250144	900.5467	959.2734	899.999
05-16-17-13-06-50	MouseMoveS	0	900.6468	959.2734	899.999
05-16-17-13-06-50	MouseMoveV	-0.4963477	900.98	950.2734	884.2578
05-16-17-13-06-51	MouseMoveS	0	901.7467	917.4844	639.8672
05-16-17-13-06-51	MouseMoveV	-0.8320503	901.8637	917.4844	640.8672
05-16-17-13-06-51	MouseMoveV	-0.4472136	901.9666	907.4844	635.8672
05-16-17-13-06-51	MouseMoveV	-0.05376341	902.0801	952.7773	556.2891
05-16-17-13-06-51	MouseMoveS	0	902.2969	966.6094	552.3906
05-16-17-13-06-51	MouseMoveV	-0.9911926	902.4133	959.6094	553.3906
05-16-17-13-06-52	MouseMoveS	0	902.6306	957.6094	547.3906
05-16-17-13-07-02	MouseMoveV	0.03274741	912.863	1049.656	513.3203
05-16-17-13-07-02	MouseMoveD	212.1833	912.9633	1247.32	436.1797
