04-11-17-19-05-52	SessionID	495	826.9512	338.2031	703.1133
04-11-17-19-05-52	SessionUser	Playtest1-5	826.9512	338.2031	703.1133
04-11-17-19-05-52	SessionVersion	Alpha	826.9512	338.2031	703.1133
04-11-17-19-05-52	Calibration	1600x900	826.9512	338.2031	703.1133
04-11-17-19-05-52	MouseMoveD	780.2241	827.0513	338.2031	703.1133
04-11-17-19-05-52	MouseMoveV	0	827.0513	338.2031	703.1133
04-11-17-19-05-52	MouseMoveS	0	827.1678	338.2031	703.1133
04-11-17-19-05-52	MouseMoveV	0.009560037	827.2681	331.9336	706.2031
04-11-17-19-05-52	MouseMoveD	105.1622	827.3686	233.7266	743.8125
04-11-17-19-05-53	MouseMoveV	-0.8857715	827.5873	220.1016	762.2734
04-11-17-19-05-53	MouseMoveS	0	827.8179	234.7266	756.0039
04-11-17-19-05-53	MouseDown	0	827.8685	234.7266	756.0039
04-11-17-19-05-53	TriggerLoadLevel	level01	828.0515	234.7266	756.0039
04-11-17-19-05-53	MouseUp	0	828.0515	234.7266	756.0039
04-11-17-19-05-54	MouseMoveD	123.9056	829.0012	422.6953	687.7891
04-11-17-19-05-54	MouseMoveS	0	829.2186	437.3203	684.6563
04-11-17-19-05-54	MouseMoveV	-0.9778177	829.4354	436.625	684.6563
04-11-17-19-05-54	MouseMoveV	-0.9976261	829.5511	497.1758	680.4766
04-11-17-19-05-55	MouseMoveD	179.3578	829.6522	670.2617	633.4609
04-11-17-19-05-55	MouseMoveD	239.4313	829.7681	906.3789	593.7617
04-11-17-19-05-55	MouseMoveD	121.8911	829.8687	1023.395	559.6328
04-11-17-19-05-55	MouseMoveS	0	830.1016	1034.887	557.543
04-11-17-19-05-55	MouseMoveV	-0.9838645	830.202	1029.66	557.543
04-11-17-19-05-55	MouseMoveV	-0.9518609	830.3181	1091.305	537.6914
04-11-17-19-05-56	MouseMoveS	0	831.1848	1288.586	467.8242
04-11-17-19-06-03	MouseMoveV	0	837.7019	1289.586	466.8242
04-11-17-19-06-03	MouseMoveV	0	837.8177	1290.586	466.8242
04-11-17-19-06-03	MouseMoveS	0	837.9352	1290.586	466.8242
04-11-17-19-06-14	MouseDown	0	848.6675	1290.586	466.8242
04-11-17-19-06-14	nextTutorial	1	848.8673	1290.586	466.8242
04-11-17-19-06-14	MouseUp	0	848.8673	1290.586	466.8242
04-11-17-19-06-29	MouseMoveV	-0.9689885	864.0836	1286.496	465.7813
04-11-17-19-06-29	MouseMoveS	0	864.3012	1276.184	462.6914
04-11-17-19-06-29	MouseMoveV	-0.6006158	864.4175	1281.316	458.9063
04-11-17-19-06-30	MouseMoveS	0	864.6339	1283.711	458.2109
04-11-17-19-06-30	MouseMoveV	-0.5080605	864.9673	1285.406	458.2109
04-11-17-19-06-30	MouseMoveS	0	865.0674	1285.406	458.2109
04-11-17-19-06-39	MouseDown	0	874.4	1285.406	458.2109
