METADATA
level_id	3
level_title	More Roads
goal_string	Deliver 4 packages with each arrow delivering at least 2
goal_struct	{"desired":[],"required":[{"id":1001,"condition":"gt","value":1,"property":"delivered","type":"thread","thread_id":0},{"id":1002,"condition":"gt","value":1,"property":"delivered","type":"thread","thread_id":0},{"id":3001,"condition":"gt","value":1,"property":"delivered","type":"delivery","thread_id":0},{"id":3002,"condition":"gt","value":1,"property":"delivered","type":"delivery","thread_id":0}]}
player_palette	{"colors":{"count":2},"semaphore":{"count":-1},"signal":{"count":-1},"painter":{"count":0}}
time_pickup_min	0
time_delivery_min	1
time_exchange_min	0
time_pickup_max	0
time_delivery_max	3
time_exchange_max	0
board_width	8
board_height	16

LAYOUT
-----FEC
-----J-J
-----NEI
-----J--
--FEEMEC
--J----J
FEOEEC-J
J-J--J-J
J-J--J-J
J-LEEOEI
J----J--
LEGEEI--
--J-----
FEK-----
J-J-----
LEI-----

COLORS
-----"""
-----"-"
-----"""
-----"--
--""""""
--"----"
!!#!!!-"
!-"--!-"
!-"--!-"
!-"""#""
!----!--
!!!!!!--
--!-----
!!!-----
!-!-----
!!!-----

DIRECTIONS
     >>V
     A V
     X<<
     A  
  X>>X>X
  A    V
X<X<<X V
V A  A V
V A  A V
V X<<X<X
V    A  
X>X>>>  
  V     
>>X     
A V     
A<<     

COMPONENTS
5002	diverter	2	11	S	L	{"direction_condition":"West","direction_default":"West","passed":0,"color":0,"directions_colors":[[],[],[],[]],"directions_types":[[],["Empty"],["Conditional"],[]]}
5001	diverter	5	4	S	L	{"direction_condition":"West","direction_default":"West","passed":0,"color":0,"directions_colors":[[],[],[],[]],"directions_types":[[],[],["Conditional"],["Empty"]]}
5004	intersection	2	13	S	L	{"directions":["South","South","South","South","South","South"],"passed":0,"color":0}
5003	intersection	5	2	S	L	{"directions":["North","North","North","North","North","North"],"passed":0,"color":0}
3002	delivery	3	11	S	L	{"accepted_colors":[],"delivered":0,"accepted_types":["Conditional"],"passed":0,"color":0,"denominator":2,"strict":0,"consumer":-1,"missed":0}
3001	delivery	7	7	S	L	{"accepted_colors":[],"delivered":0,"accepted_types":["Conditional"],"passed":0,"color":0,"denominator":2,"strict":0,"consumer":-1,"missed":0}
2001	pickup	2	6	S	L	{"picked":0,"passed":0,"color":1,"type":"Conditional"}
1002	thread	5	8	S	L	{"initial_direction":"North","time_pickup_max":-1,"delivered":0,"time_delivery_min":-1,"passed":0,"time_delivery_max":-1,"time_pickup_min":-1,"direction":"North","picked":0,"color":1,"capacity":-1,"delay":0,"time_exchange_min":-1,"missed":0,"time_exchange_max":-1}
1001	thread	4	9	S	L	{"initial_direction":"West","time_pickup_max":-1,"delivered":0,"time_delivery_min":-1,"passed":0,"time_delivery_max":-1,"time_pickup_min":-1,"direction":"West","picked":0,"color":2,"capacity":-1,"delay":0,"time_exchange_min":-1,"missed":0,"time_exchange_max":-1}

EXECUTION
M	0	1002	5	8	
M	0	1001	4	9	
M	1	1002	5	7	
M	1	1001	3	9	
M	2	1001	2	9	
M	5	1001	2	6	
M	6	1001	2	5	
M	7	1002	5	6	
M	10	1002	2	6	
M	11	1002	1	6	
M	11	1001	2	4	
M	14	1001	5	4	
M	16	1001	7	4	
M	19	1001	7	7	
M	20	1001	7	8	
M	21	1002	0	6	
M	26	1002	0	11	
M	28	1002	2	11	
M	30	1002	2	13	
M	32	1002	2	15	
M	34	1002	0	15	
M	36	1002	0	13	
M	38	1002	2	13	
M	29	1001	7	9	
M	31	1001	5	9	
M	32	1001	4	9	
M	39	1001	3	9	
M	41	1002	2	15	
M	43	1002	0	15	
M	45	1002	0	13	
M	47	1002	2	13	
M	49	1002	2	15	
M	51	1002	0	15	
M	53	1002	0	13	
M	55	1002	2	13	
M	57	1002	2	15	
M	49	1001	2	9	
M	52	1001	2	6	
M	58	1001	2	5	
M	60	1002	0	15	
M	62	1002	0	13	
M	64	1002	2	13	
M	66	1002	2	15	
M	68	1001	2	4	
M	71	1001	5	4	
M	72	1002	0	15	
M	74	1002	0	13	
M	76	1002	2	13	
M	78	1002	2	15	
M	80	1002	0	15	
M	73	1001	7	4	
M	76	1001	7	7	
M	82	1002	0	13	
M	84	1002	2	13	
M	86	1002	2	15	
M	88	1002	0	15	
M	81	1001	7	8	
M	90	1001	7	9	
M	92	1001	5	9	
M	93	1001	4	9	
M	94	1002	0	13	
M	96	1002	2	13	
M	98	1002	2	15	
M	100	1002	0	15	
M	102	1002	0	13	
M	104	1002	2	13	
M	106	1002	2	15	
M	108	1002	0	15	
M	110	1002	0	13	
M	103	1001	3	9	
M	112	1001	2	9	
M	115	1001	2	6	
M	116	1002	2	13	
M	118	1002	2	15	
M	120	1002	0	15	
M	122	1002	0	13	
M	124	1002	2	13	
M	116	1001	2	5	
M	125	1001	2	4	
M	128	1001	5	4	
M	130	1002	2	15	
M	132	1002	0	15	
M	134	1002	0	13	
M	136	1002	2	13	
M	138	1002	2	15	
M	140	1002	0	15	
M	142	1002	0	13	
M	144	1002	2	13	
M	146	1002	2	15	
M	139	1001	7	4	
M	142	1001	7	7	
M	148	1002	0	15	
M	150	1002	0	13	
M	152	1002	2	13	
M	154	1002	2	15	
M	147	1001	7	8	
M	156	1002	0	15	
M	158	1002	0	13	
M	160	1002	2	13	
M	162	1002	2	15	
M	164	1002	0	15	
M	166	1002	0	13	
M	168	1002	2	13	
M	170	1002	2	15	
M	172	1002	0	15	
M	165	1001	7	9	
M	167	1001	5	9	
M	168	1001	4	9	
M	174	1001	3	9	
M	175	1001	2	9	
M	178	1001	2	6	
M	179	1001	2	5	
M	180	1002	0	13	
M	182	1002	2	13	
M	184	1002	2	15	
M	186	1002	0	15	
M	188	1002	0	13	
M	190	1002	2	13	
M	192	1002	2	15	
M	194	1002	0	15	
M	196	1002	0	13	
M	198	1002	2	13	
M	200	1002	2	15	
M	202	1002	0	15	
M	204	1002	0	13	
M	206	1002	2	13	
M	208	1002	2	15	
M	210	1002	0	15	
M	212	1002	0	13	
M	214	1002	2	13	
M	216	1002	2	15	
M	218	1002	0	15	
M	220	1002	0	13	
M	222	1002	2	13	
M	224	1002	2	15	
M	226	1002	0	15	
M	228	1002	0	13	
M	230	1002	2	13	
M	232	1002	2	15	
M	234	1002	0	15	
M	236	1002	0	13	
M	238	1002	2	13	
M	240	1002	2	15	
M	242	1002	0	15	
M	234	1001	2	4	
M	237	1001	5	4	
M	244	1002	0	13	
M	246	1002	2	13	
M	248	1002	2	15	
M	250	1002	0	15	
M	244	1001	7	4	
M	247	1001	7	7	
M	252	1001	7	8	
M	253	1002	0	13	
M	255	1002	2	13	
M	257	1002	2	15	
M	259	1002	0	15	
M	261	1002	0	13	
M	262	1001	7	9	
M	264	1001	5	9	
M	265	1001	4	9	
M	267	1002	2	13	
M	269	1002	2	15	
M	271	1002	0	15	
M	273	1002	0	13	
M	266	1001	3	9	
M	275	1002	2	13	
M	277	1002	2	15	
M	279	1002	0	15	
M	281	1002	0	13	
M	283	1002	2	13	
M	285	1002	2	15	
M	287	1002	0	15	
M	289	1002	0	13	
M	291	1002	2	13	
M	293	1002	2	15	
M	295	1002	0	15	
M	297	1002	0	13	
M	299	1002	2	13	
M	301	1002	2	15	
M	302	1001	2	9	
M	305	1001	2	6	
M	307	1002	0	15	
M	309	1002	0	13	
M	311	1002	2	13	
M	313	1002	2	15	
M	306	1001	2	5	
M	315	1002	0	15	
M	317	1002	0	13	
M	319	1002	2	13	
M	321	1002	2	15	
M	323	1002	0	15	
M	315	1001	2	4	
M	318	1001	5	4	
M	325	1002	0	13	
M	327	1002	2	13	
M	329	1002	2	15	
M	331	1002	0	15	
M	325	1001	7	4	
M	328	1001	7	7	
M	333	1001	7	8	
M	334	1002	0	13	
M	336	1002	2	13	
M	338	1002	2	15	
M	340	1002	0	15	
M	342	1002	0	13	
M	344	1002	2	13	
M	346	1002	2	15	
M	348	1002	0	15	
M	350	1002	0	13	
M	343	1001	7	9	
M	345	1001	5	9	
M	346	1001	4	9	
M	352	1002	2	13	
M	354	1002	2	15	
M	356	1002	0	15	
M	358	1002	0	13	
M	360	1002	2	13	
M	352	1001	3	9	
M	361	1001	2	9	
M	364	1001	2	6	
M	366	1002	2	15	
M	368	1002	0	15	
M	370	1002	0	13	
M	372	1002	2	13	
M	365	1001	2	5	
M	374	1001	2	4	
M	377	1001	5	4	
M	379	1001	7	4	
M	382	1001	7	7	
M	383	1002	2	15	
M	385	1002	0	15	
M	387	1002	0	13	
M	389	1002	2	13	
M	391	1002	2	15	
M	383	1001	7	8	
M	392	1001	7	9	
M	394	1001	5	9	
M	395	1001	4	9	
M	397	1002	0	15	
M	399	1002	0	13	
M	401	1002	2	13	
M	403	1002	2	15	
M	405	1001	3	9	
M	406	1001	2	9	
M	409	1001	2	6	
M	410	1002	0	15	
M	412	1002	0	13	
M	414	1002	2	13	
M	416	1002	2	15	
M	418	1002	0	15	
M	420	1002	0	13	
M	422	1002	2	13	
M	424	1002	2	15	
M	426	1002	0	15	
M	419	1001	2	5	
M	428	1001	2	4	
M	431	1001	5	4	
M	432	1002	0	13	
M	434	1002	2	13	
M	436	1002	2	15	
M	438	1002	0	15	
M	440	1002	0	13	
M	442	1002	2	13	
M	444	1002	2	15	
M	446	1002	0	15	
M	448	1002	0	13	
M	442	1001	7	4	
M	445	1001	7	7	
M	450	1002	2	13	
M	452	1002	2	15	
M	454	1002	0	15	
M	456	1002	0	13	
M	458	1002	2	13	
M	450	1001	7	8	
M	459	1001	7	9	
M	461	1001	5	9	
M	462	1001	4	9	
M	463	1001	3	9	
M	465	1002	2	15	
M	467	1002	0	15	
M	469	1002	0	13	
M	471	1002	2	13	
M	464	1001	2	9	
M	467	1001	2	6	
M	473	1002	2	15	
M	475	1002	0	15	
M	477	1002	0	13	
M	479	1002	2	13	
M	481	1002	2	15	
