03-10-17-12-10-07	SessionID	244	1039.633	1057.742	538.3438
03-10-17-12-10-07	SessionUser	Playtest1-1	1039.633	1057.742	538.3438
03-10-17-12-10-07	SessionVersion	Alpha	1039.633	1057.742	538.3438
03-10-17-12-10-07	Calibration	1600x900	1039.633	1057.742	538.3438
03-10-17-12-10-07	MouseMoveD	1252.882	1039.734	1148.715	500.168
03-10-17-12-10-07	MouseMoveV	0	1039.734	1148.715	500.168
03-10-17-12-10-07	MouseMoveD	189.4615	1039.834	1322.148	423.9023
03-10-17-12-10-08	MouseMoveV	-0.6888477	1040.516	1245.926	440.8867
03-10-17-12-10-08	MouseDown	0	1040.667	1275.695	440.8867
03-10-17-12-10-08	nextTutorial	1	1040.783	1275.695	441.8867
03-10-17-12-10-08	MouseUp	0	1040.783	1275.695	441.8867
03-10-17-12-10-08	MouseMoveV	0	1040.835	1275.695	441.8867
03-10-17-12-10-08	MouseMoveS	0	1040.95	1275.695	441.8867
03-10-17-12-10-12	MouseDown	0	1044.249	1275.695	441.8867
03-10-17-12-10-12	nextTutorial	2	1044.332	1275.695	441.8867
03-10-17-12-10-12	MouseUp	0	1044.332	1275.695	441.8867
03-10-17-12-10-13	MouseDown	0	1045.65	1275.695	441.8867
03-10-17-12-10-13	nextTutorial	3	1045.832	1275.695	441.8867
03-10-17-12-10-13	MouseUp	0	1045.832	1275.695	441.8867
03-10-17-12-10-17	MouseDown	0	1049.332	1275.695	441.8867
03-10-17-12-10-17	nextTutorial	4	1049.45	1275.695	441.8867
03-10-17-12-10-17	MouseUp	0	1049.45	1275.695	441.8867
03-10-17-12-10-18	MouseMoveV	0	1049.999	1267.695	441.8867
03-10-17-12-10-18	MouseMoveD	681.6488	1050.115	586.5078	466.9609
03-10-17-12-10-18	MouseMoveD	195.0387	1050.216	391.4844	464.5234
03-10-17-12-10-18	MouseDown	0	1050.499	315.3047	452.1992
03-10-17-12-10-18	MouseMoveS	0	1050.591	315.3047	452.1992
03-10-17-12-10-18	previousTutorial	3	1050.6	315.3047	452.1992
03-10-17-12-10-18	MouseUp	0	1050.6	315.3047	452.1992
03-10-17-12-10-18	MouseDown	0	1050.716	315.3047	452.1992
03-10-17-12-10-18	previousTutorial	2	1050.816	315.3047	452.1992
03-10-17-12-10-18	MouseUp	0	1050.816	315.3047	452.1992
03-10-17-12-10-20	MouseMoveD	222.7655	1052.232	538.043	448.7148
03-10-17-12-10-20	MouseMoveV	-0.806352	1052.232	538.043	448.7148
03-10-17-12-10-20	MouseMoveD	603.1942	1052.333	1140.875	469.6133
03-10-17-12-10-20	MouseMoveV	0	1052.882	1392.664	472.7461
03-10-17-12-10-21	MouseMoveV	0	1052.999	1390.664	472.7461
03-10-17-12-10-21	MouseMoveS	0	1053.217	1389.664	471.7461
03-10-17-12-10-22	MouseDown	0	1054.366	1299.52	451.4688
03-10-17-12-10-22	MouseMoveS	0	1054.449	1299.52	451.4688
03-10-17-12-10-22	nextTutorial	3	1054.498	1299.52	451.4688
03-10-17-12-10-22	MouseUp	0	1054.498	1299.52	451.4688
03-10-17-12-10-25	MouseDown	0	1057.049	1299.52	451.4688
03-10-17-12-10-25	nextTutorial	4	1057.149	1299.52	451.4688
03-10-17-12-10-25	MouseUp	0	1057.149	1299.52	451.4688
03-10-17-12-10-25	MouseMoveV	-0.4152564	1057.499	1224.523	422.3477
03-10-17-12-10-25	MouseMoveV	0.5546703	1057.6	1287.207	434.8867
03-10-17-12-10-25	MouseMoveV	-0.5617707	1057.916	1302.184	435.9297
03-10-17-12-10-26	MouseDown	0	1057.982	1302.184	435.9297
03-10-17-12-10-26	MouseMoveS	0	1058.032	1302.184	435.9297
03-10-17-12-10-26	nextTutorial	5	1058.101	1302.184	435.9297
03-10-17-12-10-26	MouseUp	0	1058.101	1302.184	435.9297
03-10-17-12-10-27	MouseDown	0	1059.816	1302.184	435.9297
03-10-17-12-10-28	nextTutorial	6	1059.999	1302.184	435.9297
03-10-17-12-10-28	MouseUp	0	1059.999	1302.184	435.9297
03-10-17-12-10-30	MouseDown	0	1062.533	1302.184	435.9297
03-10-17-12-10-30	endTutorial	7	1062.633	1302.184	435.9297
03-10-17-12-10-30	MouseUp	0	1062.633	1302.184	435.9297
03-10-17-12-10-31	MouseMoveV	-0.03808017	1063.216	1216.387	439.1992
03-10-17-12-10-31	MouseMoveD	442.994	1063.319	778.6289	507.1094
03-10-17-12-10-31	MouseMoveS	0	1063.432	778.6289	507.1094
03-10-17-12-10-31	MouseMoveV	-0.98818	1063.548	781.7617	507.1094
03-10-17-12-10-31	MouseMoveV	-0.07334537	1063.649	781.4609	503.0195
03-10-17-12-10-31	MouseMoveD	108.6637	1063.765	760.2148	396.4531
03-10-17-12-10-32	MouseMoveS	0	1064.098	730.9609	326.4531
03-10-17-12-10-32	MouseMoveV	-0.9958794	1064.198	736.1406	326.4531
03-10-17-12-10-32	MouseMoveS	0	1064.415	737.1406	327.4531
03-10-17-12-10-33	MouseMoveD	114.7627	1065.082	767.3945	438.1563
03-10-17-12-10-33	MouseMoveV	-0.6535791	1065.315	798.6953	505.3672
03-10-17-12-10-33	MouseMoveS	0	1065.415	798.6953	505.3672
03-10-17-12-10-34	MouseMoveD	138.2025	1065.965	939.3008	330.8125
03-10-17-12-10-34	MouseMoveS	0	1066.632	846.707	224.2891
03-10-17-12-10-34	MouseMoveV	-0.9823382	1066.748	847.7539	225.2891
03-10-17-12-10-34	MouseMoveV	-0.7039651	1066.849	784.0234	227.0313
