03-10-17-14-20-43	SessionID	245	64.48747	279.8125	705.9805
03-10-17-14-20-43	SessionUser	Playtest1-2	64.48747	279.8125	705.9805
03-10-17-14-20-43	SessionVersion	Alpha	64.48747	279.8125	705.9805
03-10-17-14-20-43	Calibration	1600x900	64.48747	279.8125	705.9805
03-10-17-14-20-44	MouseMoveD	745.4501	64.58756	174.2891	724.7891
03-10-17-14-20-44	MouseMoveV	0	64.58756	174.2891	724.7891
03-10-17-14-20-44	MouseMoveV	0.2801503	64.68784	128.668	750.9063
03-10-17-14-20-44	MouseMoveV	-0.6721706	65.12112	32.89844	815.3789
03-10-17-14-20-45	MouseMoveS	0	65.57088	143.9922	899.999
03-10-17-14-20-45	MouseMoveV	-0.9344215	66.13802	113.7383	884.6016
03-10-17-14-20-46	MouseMoveV	-0.06524262	66.82161	-81.24219	815.8633
03-10-17-14-20-46	MouseMoveS	0	67.13783	-73.32031	816.5586
03-10-17-14-20-47	MouseMoveD	213.2104	67.59053	137.6758	785.9102
03-10-17-14-20-47	MouseMoveD	289.2508	67.69142	424.9883	752.4805
03-10-17-14-20-47	MouseMoveV	-0.9911053	67.80396	370.75	751.5234
03-10-17-14-20-47	MouseMoveS	0	68.25401	278.8555	796.0547
03-10-17-14-20-47	MouseMoveS	0	68.45428	277.8125	796.0547
03-10-17-14-20-48	MouseDown	0	68.60487	277.8125	796.0547
03-10-17-14-20-48	TriggerLoadLevel	level01	68.72112	277.8125	796.0547
03-10-17-14-20-48	MouseUp	0	68.72112	277.8125	796.0547
03-10-17-14-20-48	MouseMoveV	-0.9239733	69.47083	287.9102	791.875
03-10-17-14-20-49	MouseMoveD	348.5908	69.58755	607.6094	652.9219
03-10-17-14-20-49	MouseMoveD	455.4972	69.68779	1033.875	492.375
03-10-17-14-20-49	MouseMoveS	0	69.95412	1063.086	473.6602
03-10-17-14-20-49	MouseMoveS	0	70.48808	1064.086	469.6602
03-10-17-14-20-50	MouseMoveV	0.2425356	71.15408	1066.176	469.6602
03-10-17-14-20-51	MouseMoveS	0	71.67153	1211.309	443.1914
03-10-17-14-20-53	MouseMoveS	0	73.8539	1265.715	435.5742
03-10-17-14-20-53	MouseMoveS	0	74.20493	1267.715	434.5742
03-10-17-14-20-53	MouseDown	0	74.27095	1267.715	434.5742
03-10-17-14-20-53	nextTutorial	1	74.38773	1267.715	434.5742
03-10-17-14-20-53	MouseUp	0	74.38773	1267.715	434.5742
03-10-17-14-20-56	MouseMoveS	0	77.07057	1274.457	434.5742
03-10-17-14-20-59	MouseDown	0	79.65379	1274.457	434.5742
03-10-17-14-20-59	nextTutorial	2	79.77078	1274.457	434.5742
03-10-17-14-20-59	MouseUp	0	79.77078	1274.457	434.5742
03-10-17-14-21-00	MouseMoveV	0.7071068	80.88744	1275.457	435.5742
03-10-17-14-21-00	MouseMoveS	0	81.00371	1275.457	435.5742
03-10-17-14-21-03	MouseDown	0	83.9045	1275.457	435.5742
03-10-17-14-21-03	nextTutorial	3	84.03704	1275.457	435.5742
03-10-17-14-21-03	MouseUp	0	84.03704	1275.457	435.5742
03-10-17-14-21-05	MouseMoveV	-0.7071068	86.13701	1274.457	435.5742
03-10-17-14-21-05	MouseMoveS	0	86.35416	1271.41	435.5742
03-10-17-14-21-06	MouseMoveS	0	86.67075	1265.625	435.5742
03-10-17-14-21-06	MouseMoveV	0	86.90372	1265.625	434.5742
03-10-17-14-21-06	MouseMoveS	0	87.0208	1265.625	434.5742
03-10-17-14-21-06	MouseMoveS	0	87.47043	1281.859	424.1719
03-10-17-14-21-08	MouseMoveV	0.7071068	88.95345	1282.859	424.1719
03-10-17-14-21-08	MouseMoveS	0	89.15366	1284.555	425.2188
03-10-17-14-21-08	MouseMoveV	-0.7856081	89.27092	1251.473	429.0039
03-10-17-14-21-08	MouseMoveV	-0.9935179	89.38684	1260.527	429.0039
03-10-17-14-21-09	MouseMoveS	0	89.72016	1275.848	429.0039
03-10-17-14-21-09	MouseDown	0	90.28682	1275.848	429.0039
03-10-17-14-21-09	nextTutorial	4	90.42049	1275.848	429.0039
03-10-17-14-21-09	MouseUp	0	90.42049	1275.848	429.0039
03-10-17-14-21-13	MouseMoveV	-1	93.78693	1273.805	429.0039
03-10-17-14-21-13	MouseMoveS	0	93.88705	1273.805	429.0039
03-10-17-14-21-13	MouseMoveV	-1	94.10365	1274.805	429.0039
03-10-17-14-21-13	MouseMoveS	0	94.22012	1274.805	429.0039
03-10-17-14-21-14	MouseMoveS	0	94.90369	1286.637	431.0469
03-10-17-14-21-14	MouseMoveS	0	95.437	1287.637	431.0469
03-10-17-14-21-14	MouseDown	0	95.48715	1287.637	431.0469
03-10-17-14-21-15	nextTutorial	5	95.60343	1287.637	431.0469
03-10-17-14-21-15	MouseUp	0	95.60343	1287.637	431.0469
03-10-17-14-21-18	MouseMoveV	0.2349695	98.83701	1288.637	435.1836
03-10-17-14-21-18	MouseMoveV	-0.8574929	99.07083	1289.68	435.9219
03-10-17-14-21-18	MouseMoveS	0	99.30337	1289.68	433.9219
03-10-17-14-21-19	MouseMoveS	0	99.62024	1288.68	432.9219
03-10-17-14-21-19	MouseMoveS	0	99.95331	1287.68	432.9219
03-10-17-14-21-19	MouseMoveV	0	100.5042	1287.68	430.9219
03-10-17-14-21-20	MouseMoveS	0	100.8202	1287.68	428.9219
03-10-17-14-21-21	MouseMoveV	-1	101.7293	1287.68	431.6211
03-10-17-14-21-21	MouseMoveS	0	101.9371	1288.68	432.3164
03-10-17-14-21-21	MouseMoveS	0	102.4032	1288.68	435.3164
03-10-17-14-21-22	MouseDown	0	103.4535	1288.68	435.3164
03-10-17-14-21-23	nextTutorial	6	103.6201	1288.68	435.3164
03-10-17-14-21-23	MouseUp	0	103.6201	1288.68	435.3164
03-10-17-14-21-27	MouseDown	0	107.7704	1288.68	435.3164
03-10-17-14-21-27	endTutorial	7	107.9035	1288.68	435.3164
03-10-17-14-21-27	MouseUp	0	107.9035	1288.68	435.3164
03-10-17-14-21-28	MouseMoveV	0	109.0365	1286.984	435.3164
